id,sample,metric,es,n1,n2,direction,n,r,x,y,x_var,y_var,x_rank,y_rank,x_name,y_name,x_text,y_text,source,note,t1,t2,r_ab,r_bc,r_ac,country,region,continent,ingroup,outgroup,study_setting,study_design,study_sample,age,study_intention,publication_status,ic_direct,pi_specific,pi_personal,cultural_distance_to_usa,political_distance_to_usa,political_participation_distance_to_usa,group_membership_distance_to_usa
45,2,r,-0.23,NA,NA,NA,139,-0.23,pd,pc,pi,ic,3,2,Personal discrimination,Contact quality / Positive contact,"Respondents were asked to complete a 22-item Experience of Discrimination Scale (EDS) addressing perceived discrimination on four levels: (a) physical assault (or threat of assault); five items (e.g. ‘ How often have you been physically threatened because you are not German/British?’); (b) (active) behavioural discrimination, six items (e.g. ‘How often have you felt you were treated unfairly by people who work in public services because you are not German/British?’); (c) (passive) avoidance, seven items (e.g. ‘How often have you experienced German/British people keeping a physical distance from you because you are not German/British?’); and (d) antilocution or verbal discrimination, four items (e.g. ‘How often has someone expressed prejudice against","In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)",text,predictor reversed to reflect more positive contact,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,German international students,British people,Short-term migration,"observational, cross-sectional","convenience sample, students (no random sampling)","Adults
(≥ 18 years)",Yes,published,NA,NA,NA,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
45,2,r,1,NA,NA,NA,139,1,pd,pd,pi,pi,3,3,Personal discrimination,Personal discrimination,"Respondents were asked to complete a 22-item Experience of Discrimination Scale (EDS) addressing perceived discrimination on four levels: (a) physical assault (or threat of assault); five items (e.g. ‘ How often have you been physically threatened because you are not German/British?’); (b) (active) behavioural discrimination, six items (e.g. ‘How often have you felt you were treated unfairly by people who work in public services because you are not German/British?’); (c) (passive) avoidance, seven items (e.g. ‘How often have you experienced German/British people keeping a physical distance from you because you are not German/British?’); and (d) antilocution or verbal discrimination, four items (e.g. ‘How often has someone expressed prejudice against","Respondents were asked to complete a 22-item Experience of Discrimination Scale (EDS) addressing perceived discrimination on four levels: (a) physical assault (or threat of assault); five items (e.g. ‘ How often have you been physically threatened because you are not German/British?’); (b) (active) behavioural discrimination, six items (e.g. ‘How often have you felt you were treated unfairly by people who work in public services because you are not German/British?’); (c) (passive) avoidance, seven items (e.g. ‘How often have you experienced German/British people keeping a physical distance from you because you are not German/British?’); and (d) antilocution or verbal discrimination, four items (e.g. ‘How often has someone expressed prejudice against",text,NA,NA,NA,NA,NA,NA,UK,Europe & Central Asia,Europe,German international students,British people,Short-term migration,"observational, cross-sectional","convenience sample, students (no random sampling)","Adults
(≥ 18 years)",Yes,published,NA,Specific,Personal,0.0557371621858993,0.0549427156231625,0.0154687741524952,0.0351843431994042
45,3,r,1,NA,NA,NA,79,1,pc,pc,ic,ic,2,2,Contact quality / Positive contact,Contact quality / Positive contact,"In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)","In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)",text,predictor reversed to reflect more positive contact,NA,NA,NA,NA,NA,Germany,Europe & Central Asia,Europe,Visiting academics,Native Germans,Short-term migration,"observational, cross-sectional","convenience sample, non-students (no random sampling)","Adults
(≥ 18 years)",Yes,published,Directly,NA,NA,0.0789551316831658,0.0664975463522096,0.0629091140634312,0.0218813762372545
45,3,r,0.15,NA,NA,NA,79,0.15,pc,pd,ic,pi,2,3,Contact quality / Positive contact,Personal discrimination,"In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)","Respondents were asked to complete a 22-item Experience of Discrimination Scale (EDS) addressing perceived discrimination on four levels: (a) physical assault (or threat of assault); five items (e.g. ‘ How often have you been physically threatened because you are not German/British?’); (b) (active) behavioural discrimination, six items (e.g. ‘How often have you felt you were treated unfairly by people who work in public services because you are not German/British?’); (c) (passive) avoidance, seven items (e.g. ‘How often have you experienced German/British people keeping a physical distance from you because you are not German/British?’); and (d) antilocution or verbal discrimination, four items (e.g. ‘How often has someone expressed prejudice against",text,predictor reversed to reflect more positive contact,NA,NA,NA,NA,NA,Germany,Europe & Central Asia,Europe,Visiting academics,Native Germans,Short-term migration,"observational, cross-sectional","convenience sample, non-students (no random sampling)","Adults
(≥ 18 years)",Yes,published,Directly,Specific,Personal,0.0789551316831658,0.0664975463522096,0.0629091140634312,0.0218813762372545
45,3,r,0.15,NA,NA,NA,79,0.15,pd,pc,pi,ic,3,2,Personal discrimination,Contact quality / Positive contact,"Respondents were asked to complete a 22-item Experience of Discrimination Scale (EDS) addressing perceived discrimination on four levels: (a) physical assault (or threat of assault); five items (e.g. ‘ How often have you been physically threatened because you are not German/British?’); (b) (active) behavioural discrimination, six items (e.g. ‘How often have you felt you were treated unfairly by people who work in public services because you are not German/British?’); (c) (passive) avoidance, seven items (e.g. ‘How often have you experienced German/British people keeping a physical distance from you because you are not German/British?’); and (d) antilocution or verbal discrimination, four items (e.g. ‘How often has someone expressed prejudice against","In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)",text,predictor reversed to reflect more positive contact,NA,NA,NA,NA,NA,Germany,Europe & Central Asia,Europe,Visiting academics,Native Germans,Short-term migration,"observational, cross-sectional","convenience sample, non-students (no random sampling)","Adults
(≥ 18 years)",Yes,published,NA,NA,NA,0.0789551316831658,0.0664975463522096,0.0629091140634312,0.0218813762372545
45,3,r,1,NA,NA,NA,79,1,pd,pd,pi,pi,3,3,Personal discrimination,Personal discrimination,"Respondents were asked to complete a 22-item Experience of Discrimination Scale (EDS) addressing perceived discrimination on four levels: (a) physical assault (or threat of assault); five items (e.g. ‘ How often have you been physically threatened because you are not German/British?’); (b) (active) behavioural discrimination, six items (e.g. ‘How often have you felt you were treated unfairly by people who work in public services because you are not German/British?’); (c) (passive) avoidance, seven items (e.g. ‘How often have you experienced German/British people keeping a physical distance from you because you are not German/British?’); and (d) antilocution or verbal discrimination, four items (e.g. ‘How often has someone expressed prejudice against","Respondents were asked to complete a 22-item Experience of Discrimination Scale (EDS) addressing perceived discrimination on four levels: (a) physical assault (or threat of assault); five items (e.g. ‘ How often have you been physically threatened because you are not German/British?’); (b) (active) behavioural discrimination, six items (e.g. ‘How often have you felt you were treated unfairly by people who work in public services because you are not German/British?’); (c) (passive) avoidance, seven items (e.g. ‘How often have you experienced German/British people keeping a physical distance from you because you are not German/British?’); and (d) antilocution or verbal discrimination, four items (e.g. ‘How often has someone expressed prejudice against",text,NA,NA,NA,NA,NA,NA,Germany,Europe & Central Asia,Europe,Visiting academics,Native Germans,Short-term migration,"observational, cross-sectional","convenience sample, non-students (no random sampling)","Adults
(≥ 18 years)",Yes,published,NA,Specific,Personal,0.0789551316831658,0.0664975463522096,0.0629091140634312,0.0218813762372545
46,1,r,1,NA,NA,NA,1445,1,gd,gd,pi,pi,1,1,Group discrimination,Group discrimination,"Five items measuring the perception of institutional discrimination were administered. These items were inspired by the survey of Verkuyten and Martinovic (2006) and measure perceived discrimination by the police, by the school, the authorities, on the labour market and for social housing. A sample item is: ‘‘If something wrong happens somewhere, who, do you think, will be firstly controlled by the police?’’ The item was administered with a 5-point Likert scale: ‘‘Surely the youngsters of foreign origin;’’ ‘‘Probably the youngsters of foreign origin;’’ ‘‘There won’t be any difference,’’ ‘‘Probably the Belgian youngsters;’’ ‘‘Surely the Belgian youngsters.’’ The same design was applied for the other discrimination items so that not only the perception of discrimination against the ethnic minorities in favour of the majority, but also the perception of discrimination against the majority in favour of ethnic minorities is measured.","Five items measuring the perception of institutional discrimination were administered. These items were inspired by the survey of Verkuyten and Martinovic (2006) and measure perceived discrimination by the police, by the school, the authorities, on the labour market and for social housing. A sample item is: ‘‘If something wrong happens somewhere, who, do you think, will be firstly controlled by the police?’’ The item was administered with a 5-point Likert scale: ‘‘Surely the youngsters of foreign origin;’’ ‘‘Probably the youngsters of foreign origin;’’ ‘‘There won’t be any difference,’’ ‘‘Probably the Belgian youngsters;’’ ‘‘Surely the Belgian youngsters.’’ The same design was applied for the other discrimination items so that not only the perception of discrimination against the ethnic minorities in favour of the majority, but also the perception of discrimination against the majority in favour of ethnic minorities is measured.",author,NA,NA,NA,NA,NA,NA,Belgium,Europe & Central Asia,Europe,Pupils of foreign origin in Brussels,Belgians,Short-term migration,"observational, cross-sectional",probability or representative sample,"Adolescents
(13 - 18 years)",No,published,NA,Specific,Group,"NA","NA","NA","NA"
46,1,r,-0.0756,NA,NA,NA,1445,-0.0756,gd,ic,pi,ic,1,3,Group discrimination,Intergroup contact (other),"Five items measuring the perception of institutional discrimination were administered. These items were inspired by the survey of Verkuyten and Martinovic (2006) and measure perceived discrimination by the police, by the school, the authorities, on the labour market and for social housing. A sample item is: ‘‘If something wrong happens somewhere, who, do you think, will be firstly controlled by the police?’’ The item was administered with a 5-point Likert scale: ‘‘Surely the youngsters of foreign origin;’’ ‘‘Probably the youngsters of foreign origin;’’ ‘‘There won’t be any difference,’’ ‘‘Probably the Belgian youngsters;’’ ‘‘Surely the Belgian youngsters.’’ The same design was applied for the other discrimination items so that not only the perception of discrimination against the ethnic minorities in favour of the majority, but also the perception of discrimination against the majority in favour of ethnic minorities is measured.",Intergroup friendship is measured with the item ‘How many of your friends and intimate relationships are from the same origin as you?’ Pupils could answer this item with a 5-point likert scale ranging from all (0) to no one (4) (M: 1.70; SD: 1.08).,author,NA,NA,NA,NA,NA,NA,Belgium,Europe & Central Asia,Europe,Pupils of foreign origin in Brussels,Belgians,Short-term migration,"observational, cross-sectional",probability or representative sample,"Adolescents
(13 - 18 years)",No,published,NA,NA,NA,"NA","NA","NA","NA"
46,1,r,-0.0756,NA,NA,NA,1445,-0.0756,ic,gd,ic,pi,3,1,Intergroup contact (other),Group discrimination,Intergroup friendship is measured with the item ‘How many of your friends and intimate relationships are from the same origin as you?’ Pupils could answer this item with a 5-point likert scale ranging from all (0) to no one (4) (M: 1.70; SD: 1.08).,"Five items measuring the perception of institutional discrimination were administered. These items were inspired by the survey of Verkuyten and Martinovic (2006) and measure perceived discrimination by the police, by the school, the authorities, on the labour market and for social housing. A sample item is: ‘‘If something wrong happens somewhere, who, do you think, will be firstly controlled by the police?’’ The item was administered with a 5-point Likert scale: ‘‘Surely the youngsters of foreign origin;’’ ‘‘Probably the youngsters of foreign origin;’’ ‘‘There won’t be any difference,’’ ‘‘Probably the Belgian youngsters;’’ ‘‘Surely the Belgian youngsters.’’ The same design was applied for the other discrimination items so that not only the perception of discrimination against the ethnic minorities in favour of the majority, but also the perception of discrimination against the majority in favour of ethnic minorities is measured.",author,NA,NA,NA,NA,NA,NA,Belgium,Europe & Central Asia,Europe,Pupils of foreign origin in Brussels,Belgians,Short-term migration,"observational, cross-sectional",probability or representative sample,"Adolescents
(13 - 18 years)",No,published,Indirectly,Specific,Group,"NA","NA","NA","NA"
46,1,r,1,NA,NA,NA,1445,1,ic,ic,ic,ic,3,3,Intergroup contact (other),Intergroup contact (other),Intergroup friendship is measured with the item ‘How many of your friends and intimate relationships are from the same origin as you?’ Pupils could answer this item with a 5-point likert scale ranging from all (0) to no one (4) (M: 1.70; SD: 1.08).,Intergroup friendship is measured with the item ‘How many of your friends and intimate relationships are from the same origin as you?’ Pupils could answer this item with a 5-point likert scale ranging from all (0) to no one (4) (M: 1.70; SD: 1.08).,author,NA,NA,NA,NA,NA,NA,Belgium,Europe & Central Asia,Europe,Pupils of foreign origin in Brussels,Belgians,Short-term migration,"observational, cross-sectional",probability or representative sample,"Adolescents
(13 - 18 years)",No,published,Indirectly,NA,NA,"NA","NA","NA","NA"
91,1,r,1,NA,NA,NA,284,1,pc,pc,ic,ic,2,2,Contact quality / Positive contact,Contact quality / Positive contact,"Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).","Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).",text,NA,NA,NA,NA,NA,NA,USA,North America,North America,Asian international students,Domestic students,Short-term migration,"observational, cross-sectional","convenience sample, students (no random sampling)","Adults
(≥ 18 years)",Yes,unpublished dissertation,Directly,NA,NA,0,0,0,0
91,1,r,1,NA,NA,NA,284,1,pc,pc,ic,ic,2,2,Contact quality / Positive contact,Contact quality / Positive contact,"Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).","Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).",text,unpleasant/pleasant - perceived discrimination (a),NA,NA,NA,NA,NA,USA,North America,North America,Asian international students,Domestic students,Short-term migration,"observational, cross-sectional","convenience sample, students (no random sampling)","Adults
(≥ 18 years)",Yes,unpublished dissertation,Directly,NA,NA,0,0,0,0
91,1,r,1,NA,NA,NA,284,1,pc,pc,ic,ic,2,2,Contact quality / Positive contact,Contact quality / Positive contact,"Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).","Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).",text,competitive/cooperative - perceived discrimination (a),NA,NA,NA,NA,NA,USA,North America,North America,Asian international students,Domestic students,Short-term migration,"observational, cross-sectional","convenience sample, students (no random sampling)","Adults
(≥ 18 years)",Yes,unpublished dissertation,Directly,NA,NA,0,0,0,0
91,1,r,1,NA,NA,NA,284,1,pc,pc,ic,ic,2,2,Contact quality / Positive contact,Contact quality / Positive contact,"Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).","Respondents were asked to designate the nature of their interactions with domestic students by placing a mark along a 7- point scale that best represented the nature of their interactions with US domestic students based 43 on pairs of contrasting adjectives (i.e., unpleasant/pleasant, competitive/cooperative, superficial/intimate, not equal/equal, involuntary/voluntary, negative/positive).",text,superficial/intimate - perceived discrimination (a),NA,NA,NA,NA,NA,USA,North America,North America,Asian international students,Domestic students,Short-term migration,"observational, cross-sectional","convenience sample, students (no random sampling)","Adults
(≥ 18 years)",Yes,unpublished dissertation,Directly,NA,NA,0,0,0,0
