id,sample,metric,es,x,y,source,note,t1,t2
2381,1,r,0.15309153924600638,nc,pd,unpublished,NA,5,6
2381,1,r,0.13124601012793266,nc,gd,unpublished,NA,5,5
2381,1,r,0.10054557179832718,nc,gd,unpublished,NA,5,6
2381,1,r,0.11421932376715054,nc,rd,unpublished,NA,5,5
2381,1,r,0.07872773348267269,nc,rd,unpublished,NA,5,6
2381,1,r,-0.10588112016684742,nc,pi,unpublished,NA,5,5
2381,1,r,-0.1305261401837763,nc,pi,unpublished,NA,5,6
2381,1,r,0.12705369689350643,nc,ca,unpublished,NA,5,5
2381,1,r,0.12634929086881955,nc,ca,unpublished,NA,5,6
2381,1,r,0.07404604949177494,nc,gi,unpublished,NA,5,5
2381,1,r,0.07015315818143865,nc,gi,unpublished,NA,5,6
2381,1,r,-0.16585808922741896,nc,oa,unpublished,NA,5,5
2381,1,r,-0.1372698631873158,nc,oa,unpublished,NA,5,6
2381,1,r,-0.016260184219456256,nc,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.006975721108289386,nc,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.06460009898365092,nc,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.06679998995913855,nc,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.21822145034300972,nc,pc,unpublished,NA,6,6
2381,1,r,1,nc,nc,unpublished,NA,6,6
2381,1,r,0.02706050427855348,nc,cf,unpublished,NA,6,6
2381,1,r,0.07004706254140568,nc,in,unpublished,NA,6,6
2381,1,r,0.23349402985654522,nc,pd,unpublished,NA,6,6
2381,1,r,0.1126274494043932,nc,gd,unpublished,NA,6,6
2381,1,r,0.09768047621000403,nc,rd,unpublished,NA,6,6
2381,1,r,-0.14688188633420396,nc,pi,unpublished,NA,6,6
2381,1,r,0.09146886325893838,nc,ca,unpublished,NA,6,6
2381,1,r,0.05961219153234803,nc,gi,unpublished,NA,6,6
2381,1,r,-0.17733884599516667,nc,oa,unpublished,NA,6,6
2381,1,r,0.003616004854846617,nc,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.05110266784643414,nc,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.11514698883251273,cf,pc,unpublished,NA,5,5
2381,1,r,0.09767102724826372,cf,pc,unpublished,NA,5,6
2381,1,r,0.003194792033180791,cf,nc,unpublished,NA,5,5
2381,1,r,0.013249863816674147,cf,nc,unpublished,NA,5,6
2381,1,r,1,cf,cf,unpublished,NA,5,5
2381,1,r,0.4112969694913036,cf,cf,unpublished,NA,5,6
2381,1,r,0.25423448416489564,cf,in,unpublished,NA,5,5
2381,1,r,0.03810772598283316,cf,in,unpublished,NA,5,6
2381,1,r,-0.09470409930164028,cf,pd,unpublished,NA,5,5
2381,1,r,-0.14633169730702636,cf,pd,unpublished,NA,5,6
2381,1,r,-0.0486351346621447,cf,gd,unpublished,NA,5,5
2381,1,r,-0.11109425232202404,cf,gd,unpublished,NA,5,6
2381,1,r,-0.10029018163014719,cf,rd,unpublished,NA,5,5
2381,1,r,-0.1313466002721125,cf,rd,unpublished,NA,5,6
2381,1,r,-0.007221552695162079,cf,pi,unpublished,NA,5,5
2381,1,r,0.02201212465626997,cf,pi,unpublished,NA,5,6
2381,1,r,-0.12193262207934107,cf,ca,unpublished,NA,5,5
2381,1,r,-0.131245003819242,cf,ca,unpublished,NA,5,6
2381,1,r,-0.12015189815154126,cf,gi,unpublished,NA,5,5
2381,1,r,-0.15237010231723289,cf,gi,unpublished,NA,5,6
2381,1,r,0.09734612793282385,cf,oa,unpublished,NA,5,5
2381,1,r,0.1224794600225106,cf,oa,unpublished,NA,5,6
2381,1,r,-0.016561895662894198,cf,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,-0.020375262384156767,cf,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.16227565478013103,cf,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,-0.1516838666525944,cf,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.11843466783556361,cf,pc,unpublished,NA,6,6
2381,1,r,0.02706050427855348,cf,nc,unpublished,NA,6,6
2381,1,r,1,cf,cf,unpublished,NA,6,6
2381,1,r,0.23481903684028227,cf,in,unpublished,NA,6,6
2381,1,r,-0.08471178763086562,cf,pd,unpublished,NA,6,6
2381,1,r,-0.10214417532462841,cf,gd,unpublished,NA,6,6
2381,1,r,-0.12197113271522117,cf,rd,unpublished,NA,6,6
2381,1,r,-0.007274888686396968,cf,pi,unpublished,NA,6,6
2381,1,r,-0.11862342310385224,cf,ca,unpublished,NA,6,6
2381,1,r,-0.1232349808951585,cf,gi,unpublished,NA,6,6
2381,1,r,0.08302271866011714,cf,oa,unpublished,NA,6,6
2381,1,r,-0.008902713736011598,cf,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.1336863729578836,cf,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.05511670388518665,in,pc,unpublished,NA,5,5
2381,1,r,-0.039320784918547784,in,pc,unpublished,NA,5,6
2381,1,r,0.062228916358124955,in,nc,unpublished,NA,5,5
2381,1,r,0.05111755572660501,in,nc,unpublished,NA,5,6
2381,1,r,0.25423448416489564,in,cf,unpublished,NA,5,5
2381,1,r,0.061194184387073025,in,cf,unpublished,NA,5,6
2381,1,r,1,in,in,unpublished,NA,5,5
2381,1,r,0.47776781029231674,in,in,unpublished,NA,5,6
2381,1,r,0.20145544195980553,in,pd,unpublished,NA,5,5
2381,1,r,0.21857857316717064,in,pd,unpublished,NA,5,6
2381,1,r,0.24044069348650116,in,gd,unpublished,NA,5,5
2381,1,r,0.26866852119503165,in,gd,unpublished,NA,5,6
2381,1,r,0.2485659290694836,in,rd,unpublished,NA,5,5
2381,1,r,0.26022101811710985,in,rd,unpublished,NA,5,6
2381,1,r,-0.08847769470443026,in,pi,unpublished,NA,5,5
2381,1,r,-0.12233651264757926,in,pi,unpublished,NA,5,6
2381,1,r,0.2639049039459834,in,ca,unpublished,NA,5,5
2381,1,r,0.27617178297029543,in,ca,unpublished,NA,5,6
2381,1,r,0.23125038044706644,in,gi,unpublished,NA,5,5
2381,1,r,0.2454994205220096,in,gi,unpublished,NA,5,6
2381,1,r,-0.10242531378955512,in,oa,unpublished,NA,5,5
2381,1,r,-0.08872553524954359,in,oa,unpublished,NA,5,6
2381,1,r,0.16464308602410552,in,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.17303348169938987,in,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.2732257906845548,in,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.2891891702736837,in,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.04283617569090457,in,pc,unpublished,NA,6,6
2381,1,r,0.07004706254140568,in,nc,unpublished,NA,6,6
2381,1,r,0.23481903684028227,in,cf,unpublished,NA,6,6
2381,1,r,1,in,in,unpublished,NA,6,6
2381,1,r,0.21491064857882677,in,pd,unpublished,NA,6,6
2381,1,r,0.2915472684498576,in,gd,unpublished,NA,6,6
2381,1,r,0.27735062357242274,in,rd,unpublished,NA,6,6
2381,1,r,-0.15479294135868746,in,pi,unpublished,NA,6,6
2381,1,r,0.29375754619661765,in,ca,unpublished,NA,6,6
2381,1,r,0.27242034561251766,in,gi,unpublished,NA,6,6
2381,1,r,-0.09752041951772693,in,oa,unpublished,NA,6,6
2381,1,r,0.1839075833108125,in,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.3099106594519292,in,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.21502944069978797,pd,pc,unpublished,NA,5,5
2381,1,r,-0.17124452314937696,pd,pc,unpublished,NA,5,6
2381,1,r,0.21292339808615665,pd,nc,unpublished,NA,5,5
2381,1,r,0.17685555119429047,pd,nc,unpublished,NA,5,6
2381,1,r,-0.09470409930164028,pd,cf,unpublished,NA,5,5
2381,1,r,-0.08396379790365822,pd,cf,unpublished,NA,5,6
2381,1,r,0.20145544195980553,pd,in,unpublished,NA,5,5
2381,1,r,0.2306463092440503,pd,in,unpublished,NA,5,6
2381,1,r,1,pd,pd,unpublished,NA,5,5
2381,1,r,0.6095597739278255,pd,pd,unpublished,NA,5,6
2381,1,r,0.4117651986857831,pd,gd,unpublished,NA,5,5
2381,1,r,0.3888513050327842,pd,gd,unpublished,NA,5,6
2381,1,r,0.42873098575777485,pd,rd,unpublished,NA,5,5
2381,1,r,0.3914638695351253,pd,rd,unpublished,NA,5,6
2381,1,r,-0.1626836703059825,pd,pi,unpublished,NA,5,5
2381,1,r,-0.17144301459479055,pd,pi,unpublished,NA,5,6
2381,1,r,0.36307422711719994,pd,ca,unpublished,NA,5,5
2381,1,r,0.3700915665203261,pd,ca,unpublished,NA,5,6
2381,1,r,0.3153864158672543,pd,gi,unpublished,NA,5,5
2381,1,r,0.30767375594153745,pd,gi,unpublished,NA,5,6
2381,1,r,-0.20103127116243388,pd,oa,unpublished,NA,5,5
2381,1,r,-0.15407261711145065,pd,oa,unpublished,NA,5,6
2381,1,r,0.08679476397820622,pd,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.08522842042740186,pd,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.2971601657698041,pd,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.28683838385809474,pd,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.21816037463851698,pd,pc,unpublished,NA,6,6
2381,1,r,0.23349402985654522,pd,nc,unpublished,NA,6,6
2381,1,r,-0.08471178763086562,pd,cf,unpublished,NA,6,6
2381,1,r,0.21491064857882677,pd,in,unpublished,NA,6,6
2381,1,r,1,pd,pd,unpublished,NA,6,6
2381,1,r,0.4639415197117259,pd,gd,unpublished,NA,6,6
2381,1,r,0.45577730396578803,pd,rd,unpublished,NA,6,6
2381,1,r,-0.2277577428083209,pd,pi,unpublished,NA,6,6
2381,1,r,0.4057279791069885,pd,ca,unpublished,NA,6,6
2381,1,r,0.3384583556802753,pd,gi,unpublished,NA,6,6
2381,1,r,-0.21167527340585335,pd,oa,unpublished,NA,6,6
2381,1,r,0.08172083847611726,pd,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.316192075548849,pd,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.09909121141169239,gd,pc,unpublished,NA,5,5
2381,1,r,-0.07525374303707705,gd,pc,unpublished,NA,5,6
2381,1,r,0.13124601012793266,gd,nc,unpublished,NA,5,5
2381,1,r,0.10107609778671975,gd,nc,unpublished,NA,5,6
2381,1,r,-0.0486351346621447,gd,cf,unpublished,NA,5,5
2381,1,r,-0.05457968297120847,gd,cf,unpublished,NA,5,6
2381,1,r,0.24044069348650116,gd,in,unpublished,NA,5,5
2381,1,r,0.2630955617402688,gd,in,unpublished,NA,5,6
2381,1,r,0.4117651986857831,gd,pd,unpublished,NA,5,5
2381,1,r,0.42362213264871706,gd,pd,unpublished,NA,5,6
2381,1,r,1,gd,gd,unpublished,NA,5,5
2381,1,r,0.6503593894115026,gd,gd,unpublished,NA,5,6
2381,1,r,0.5927355139034118,gd,rd,unpublished,NA,5,5
2381,1,r,0.5576749104399535,gd,rd,unpublished,NA,5,6
2381,1,r,-0.2509177195533954,gd,pi,unpublished,NA,5,5
2381,1,r,-0.24893902242249213,gd,pi,unpublished,NA,5,6
2381,1,r,0.48996094006196983,gd,ca,unpublished,NA,5,5
2381,1,r,0.49591186551535393,gd,ca,unpublished,NA,5,6
2381,1,r,0.4554425756910615,gd,gi,unpublished,NA,5,5
2381,1,r,0.4465621825356049,gd,gi,unpublished,NA,5,6
2381,1,r,-0.12671118703846582,gd,oa,unpublished,NA,5,5
2381,1,r,-0.10666092421051851,gd,oa,unpublished,NA,5,6
2381,1,r,0.2561114272240971,gd,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.2213902273255975,gd,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.4624204456834037,gd,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.43102265722394356,gd,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.08463163248364967,gd,pc,unpublished,NA,6,6
2381,1,r,0.1126274494043932,gd,nc,unpublished,NA,6,6
2381,1,r,-0.10214417532462841,gd,cf,unpublished,NA,6,6
2381,1,r,0.2915472684498576,gd,in,unpublished,NA,6,6
2381,1,r,0.4639415197117259,gd,pd,unpublished,NA,6,6
2381,1,r,1,gd,gd,unpublished,NA,6,6
2381,1,r,0.6386812057620745,gd,rd,unpublished,NA,6,6
2381,1,r,-0.3027855568007836,gd,pi,unpublished,NA,6,6
2381,1,r,0.536083702727306,gd,ca,unpublished,NA,6,6
2381,1,r,0.49026422028391364,gd,gi,unpublished,NA,6,6
2381,1,r,-0.1316962857362597,gd,oa,unpublished,NA,6,6
2381,1,r,0.21931299579667987,gd,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.4709792852482453,gd,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.1274178648983392,rd,pc,unpublished,NA,5,5
2381,1,r,-0.08257250381581198,rd,pc,unpublished,NA,5,6
2381,1,r,0.11421932376715054,rd,nc,unpublished,NA,5,5
2381,1,r,0.08263641065913141,rd,nc,unpublished,NA,5,6
2381,1,r,-0.10029018163014719,rd,cf,unpublished,NA,5,5
2381,1,r,-0.11580910700682728,rd,cf,unpublished,NA,5,6
2381,1,r,0.2485659290694836,rd,in,unpublished,NA,5,5
2381,1,r,0.28186856523056036,rd,in,unpublished,NA,5,6
2381,1,r,0.42873098575777485,rd,pd,unpublished,NA,5,5
2381,1,r,0.4436428227388802,rd,pd,unpublished,NA,5,6
2381,1,r,0.5927355139034118,rd,gd,unpublished,NA,5,5
2381,1,r,0.6193827322347075,rd,gd,unpublished,NA,5,6
2381,1,r,1,rd,rd,unpublished,NA,5,5
2381,1,r,0.7040804866588165,rd,rd,unpublished,NA,5,6
2381,1,r,-0.24192583575865592,rd,pi,unpublished,NA,5,5
2381,1,r,-0.26598041806869466,rd,pi,unpublished,NA,5,6
2381,1,r,0.5786733142962643,rd,ca,unpublished,NA,5,5
2381,1,r,0.5614031403699984,rd,ca,unpublished,NA,5,6
2381,1,r,0.5373841130079281,rd,gi,unpublished,NA,5,5
2381,1,r,0.5164665648013016,rd,gi,unpublished,NA,5,6
2381,1,r,-0.14045411940703337,rd,oa,unpublished,NA,5,5
2381,1,r,-0.12378968071771589,rd,oa,unpublished,NA,5,6
2381,1,r,0.2953821756523609,rd,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.276813697081483,rd,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.5182803712626789,rd,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.49838240896033936,rd,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.0814785647113916,rd,pc,unpublished,NA,6,6
2381,1,r,0.09768047621000403,rd,nc,unpublished,NA,6,6
2381,1,r,-0.12197113271522117,rd,cf,unpublished,NA,6,6
2381,1,r,0.27735062357242274,rd,in,unpublished,NA,6,6
2381,1,r,0.45577730396578803,rd,pd,unpublished,NA,6,6
2381,1,r,0.6386812057620745,rd,gd,unpublished,NA,6,6
2381,1,r,1,rd,rd,unpublished,NA,6,6
2381,1,r,-0.27545386795789106,rd,pi,unpublished,NA,6,6
2381,1,r,0.5849935941938934,rd,ca,unpublished,NA,6,6
2381,1,r,0.5554627965867841,rd,gi,unpublished,NA,6,6
2381,1,r,-0.1672935197547199,rd,oa,unpublished,NA,6,6
2381,1,r,0.2611978072822153,rd,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.4890583730890622,rd,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.06239565535557621,pi,pc,unpublished,NA,5,5
2381,1,r,0.046075478745641274,pi,pc,unpublished,NA,5,6
2381,1,r,-0.10588112016684742,pi,nc,unpublished,NA,5,5
2381,1,r,-0.10821589904559062,pi,nc,unpublished,NA,5,6
2381,1,r,-0.007221552695162079,pi,cf,unpublished,NA,5,5
2381,1,r,-0.02359284669284472,pi,cf,unpublished,NA,5,6
2381,1,r,-0.08847769470443026,pi,in,unpublished,NA,5,5
2381,1,r,-0.14129454918145018,pi,in,unpublished,NA,5,6
2381,1,r,-0.1626836703059825,pi,pd,unpublished,NA,5,5
2381,1,r,-0.2089800898070136,pi,pd,unpublished,NA,5,6
2381,1,r,-0.2509177195533954,pi,gd,unpublished,NA,5,5
2381,1,r,-0.26417024060201544,pi,gd,unpublished,NA,5,6
2381,1,r,-0.24192583575865592,pi,rd,unpublished,NA,5,5
2381,1,r,-0.2729385952822558,pi,rd,unpublished,NA,5,6
2381,1,r,1,pi,pi,unpublished,NA,5,5
2381,1,r,0.6090397850138494,pi,pi,unpublished,NA,5,6
2381,1,r,-0.3021118948827246,pi,ca,unpublished,NA,5,5
2381,1,r,-0.31860454277618677,pi,ca,unpublished,NA,5,6
2381,1,r,-0.1582742848368488,pi,gi,unpublished,NA,5,5
2381,1,r,-0.2009161676537792,pi,gi,unpublished,NA,5,6
2381,1,r,0.12878176528766205,pi,oa,unpublished,NA,5,5
2381,1,r,0.12616655266321145,pi,oa,unpublished,NA,5,6
2381,1,r,-0.15660058164061152,pi,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,-0.16325742324701367,pi,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.27954488030170105,pi,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,-0.33120795053303115,pi,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.08171636880862397,pi,pc,unpublished,NA,6,6
2381,1,r,-0.14688188633420396,pi,nc,unpublished,NA,6,6
2381,1,r,-0.007274888686396968,pi,cf,unpublished,NA,6,6
2381,1,r,-0.15479294135868746,pi,in,unpublished,NA,6,6
2381,1,r,-0.2277577428083209,pi,pd,unpublished,NA,6,6
2381,1,r,-0.3027855568007836,pi,gd,unpublished,NA,6,6
2381,1,r,-0.27545386795789106,pi,rd,unpublished,NA,6,6
2381,1,r,1,pi,pi,unpublished,NA,6,6
2381,1,r,-0.2942427822008379,pi,ca,unpublished,NA,6,6
2381,1,r,-0.16995207451681518,pi,gi,unpublished,NA,6,6
2381,1,r,0.160828045182926,pi,oa,unpublished,NA,6,6
2381,1,r,-0.12589151341702937,pi,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.31298411940760784,pi,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.10405227735164355,ca,pc,unpublished,NA,5,5
2381,1,r,-0.05818358042094902,ca,pc,unpublished,NA,5,6
2381,1,r,0.12705369689350643,ca,nc,unpublished,NA,5,5
2381,1,r,0.10534891002018217,ca,nc,unpublished,NA,5,6
2381,1,r,-0.12193262207934107,ca,cf,unpublished,NA,5,5
2381,1,r,-0.08457832730847666,ca,cf,unpublished,NA,5,6
2381,1,r,0.2639049039459834,ca,in,unpublished,NA,5,5
2381,1,r,0.2903054210159318,ca,in,unpublished,NA,5,6
2381,1,r,0.36307422711719994,ca,pd,unpublished,NA,5,5
2381,1,r,0.38039420653175704,ca,pd,unpublished,NA,5,6
2381,1,r,0.48996094006196983,ca,gd,unpublished,NA,5,5
2381,1,r,0.5065976315781114,ca,gd,unpublished,NA,5,6
2381,1,r,0.5786733142962643,ca,rd,unpublished,NA,5,5
2381,1,r,0.5364130801871853,ca,rd,unpublished,NA,5,6
2381,1,r,-0.3021118948827246,ca,pi,unpublished,NA,5,5
2381,1,r,-0.3181718115866018,ca,pi,unpublished,NA,5,6
2381,1,r,1,ca,ca,unpublished,NA,5,5
2381,1,r,0.7622245991497938,ca,ca,unpublished,NA,5,6
2381,1,r,0.6133512395797164,ca,gi,unpublished,NA,5,5
2381,1,r,0.5895646270501043,ca,gi,unpublished,NA,5,6
2381,1,r,-0.11897634597480146,ca,oa,unpublished,NA,5,5
2381,1,r,-0.1438161927871352,ca,oa,unpublished,NA,5,6
2381,1,r,0.3363360168540278,ca,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.300141215053057,ca,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.5893889358535976,ca,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.5716793080785596,ca,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.07220010816640848,ca,pc,unpublished,NA,6,6
2381,1,r,0.09146886325893838,ca,nc,unpublished,NA,6,6
2381,1,r,-0.11862342310385224,ca,cf,unpublished,NA,6,6
2381,1,r,0.29375754619661765,ca,in,unpublished,NA,6,6
2381,1,r,0.4057279791069885,ca,pd,unpublished,NA,6,6
2381,1,r,0.536083702727306,ca,gd,unpublished,NA,6,6
2381,1,r,0.5849935941938934,ca,rd,unpublished,NA,6,6
2381,1,r,-0.2942427822008379,ca,pi,unpublished,NA,6,6
2381,1,r,1,ca,ca,unpublished,NA,6,6
2381,1,r,0.6512048151415473,ca,gi,unpublished,NA,6,6
2381,1,r,-0.13417036039360056,ca,oa,unpublished,NA,6,6
2381,1,r,0.33247585146133934,ca,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.5767384020804658,ca,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,-0.05841878707132902,gi,pc,unpublished,NA,5,5
2381,1,r,-0.027175616566553186,gi,pc,unpublished,NA,5,6
2381,1,r,0.07404604949177494,gi,nc,unpublished,NA,5,5
2381,1,r,0.05134792668825356,gi,nc,unpublished,NA,5,6
2381,1,r,-0.12015189815154126,gi,cf,unpublished,NA,5,5
2381,1,r,-0.09096529300628722,gi,cf,unpublished,NA,5,6
2381,1,r,0.23125038044706644,gi,in,unpublished,NA,5,5
2381,1,r,0.26474823360391536,gi,in,unpublished,NA,5,6
2381,1,r,0.3153864158672543,gi,pd,unpublished,NA,5,5
2381,1,r,0.3180770662311585,gi,pd,unpublished,NA,5,6
2381,1,r,0.4554425756910615,gi,gd,unpublished,NA,5,5
2381,1,r,0.46454355132002934,gi,gd,unpublished,NA,5,6
2381,1,r,0.5373841130079281,gi,rd,unpublished,NA,5,5
2381,1,r,0.5098760136229359,gi,rd,unpublished,NA,5,6
2381,1,r,-0.1582742848368488,gi,pi,unpublished,NA,5,5
2381,1,r,-0.16315874994184443,gi,pi,unpublished,NA,5,6
2381,1,r,0.6133512395797164,gi,ca,unpublished,NA,5,5
2381,1,r,0.5927810419034377,gi,ca,unpublished,NA,5,6
2381,1,r,1,gi,gi,unpublished,NA,5,5
2381,1,r,0.7775210991452135,gi,gi,unpublished,NA,5,6
2381,1,r,-0.03545349170404016,gi,oa,unpublished,NA,5,5
2381,1,r,-0.06654415034921117,gi,oa,unpublished,NA,5,6
2381,1,r,0.3747846270450409,gi,o1,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.3476108762911456,gi,o1,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,0.5330500180753914,gi,o2,unpublished,recoded from opposition to support for policies,5,5
2381,1,r,0.4979046020426505,gi,o2,unpublished,recoded from opposition to support for policies,5,6
2381,1,r,-0.016118177784430338,gi,pc,unpublished,NA,6,6
2381,1,r,0.05961219153234803,gi,nc,unpublished,NA,6,6
2381,1,r,-0.1232349808951585,gi,cf,unpublished,NA,6,6
2381,1,r,0.27242034561251766,gi,in,unpublished,NA,6,6
2381,1,r,0.3384583556802753,gi,pd,unpublished,NA,6,6
2381,1,r,0.49026422028391364,gi,gd,unpublished,NA,6,6
2381,1,r,0.5554627965867841,gi,rd,unpublished,NA,6,6
2381,1,r,-0.16995207451681518,gi,pi,unpublished,NA,6,6
2381,1,r,0.6512048151415473,gi,ca,unpublished,NA,6,6
2381,1,r,1,gi,gi,unpublished,NA,6,6
2381,1,r,-0.06480153064049354,gi,oa,unpublished,NA,6,6
2381,1,r,0.35965689201568296,gi,o1,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.524576856346453,gi,o2,unpublished,recoded from opposition to support for policies,6,6
2381,1,r,0.4217425544202518,oa,pc,unpublished,NA,5,5
2381,1,r,0.28528788393428656,oa,pc,unpublished,NA,5,6
2381,1,r,-0.16585808922741896,oa,nc,unpublished,NA,5,5
2381,1,r,-0.14076684401812178,oa,nc,unpublished,NA,5,6
