id,author,year,title,journal,volume,issue,first_page,last_page,doi,abstract,keywords,type,status,source
593,"Gonzalez, Roberto, Lickel, Brian, Gupta, Manisha, Tropp, Linda R, Luengo Kanacri, Bernadette P, Mora, Eduardo, De Tezanos-Pinto, Pablo, Berger, Christian, Valdenegro, Daniel, Cayul, Oscar, Miranda, Daniel, Saavedra, Patricio, Bernardino, Michelle",2017,Ethnic identity development and acculturation preferences among minority and majority youth: Norms and contact,Child Development,88,3,743,760,10.1111/cdev.12788,"This article tests a longitudinal model of the antecedents and consequences of changes in identification with indigenous (Mapuche) among indigenous and nonindigenous youth in Chilean school contexts over a 6- month period (633 nonindigenous and 270 Mapuche students, Mages = 12.47 and 12.80 years, respectively). Results revealed that in-group norms supporting contact and quality of intergroup contact at Time 1 predicted student's changes in Mapuche identification at Time 2, which in turn predicted changes in support for adoption of Chilean culture and maintenance of Mapuche culture at Time 2; some of the relationships between these variables were found to be moderated by age and ethnicity. Conceptual and policy implications are addressed in the Discussion. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",ethnic identity; identity development; acculturation; minority youth; majority youth; social norms; quality of intergroup contact,Journal Article,NA,PsycInfo
595,"Bornman, Elirea, Appelgryn, Ans E. M",1999,Predictors of ethnic identification in a transitionary South Africa,South African Journal of Psychology,29,2,62,71,10.1177/008124639902900202,"This study involves a critical analysis of the implications of the assumptions of social identity theory and related theories (e.g., ethnolinguistic vitality, intergroup contact, and relative deprivation theories) for ethnic identification (EI) and intergroup relations during the 1990s period of sociopolitical change in South Africa. Using data from a survey conducted on the eve of the new political dispensation in 1994, the authors investigated factors influencing EI in 3 groups-2 random samples of 460 whites (347 Afrikaans-speaking [AS] and 113 English-speaking [ES] whites) and 466 blacks (total age range under 24 to over 65 yrs) in urban Gauteng. Factors assessed in the survey included EI, self-esteem, dimensions of ethnolinguistic vitality, intergroup contact, attitudes toward negotiation, and attitudes and social behavior toward outgroup members. Multiple regression models for the AS whites, ES whites, and blacks contained 7, 9, and 8 predictors, respectively. Although the validity of some assumptions of social identity theory were confirmed, the findings also point to the need for more complete models that take into consideration the interplay among personal, social, economic, and political factors in EI. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",social identity theory & individual & social & economic & political factors as predictors of ethnic identification & intergroup relations; afrikaans vs english speaking whites vs blacks; south africa,Journal Article,NA,PsycInfo
609,"Hui, Bryant Pui Hung, Chen, Sylvia Xiaohua, Leung, Cynthia Man, Berry, John W",2015,Facilitating adaptation and intercultural contact: The role of integration and multicultural ideology in dominant and non-dominant groups,International Journal of Intercultural Relations,45,NA,70,84,10.1016/j.ijintrel.2015.01.002,"Research on acculturation has documented that adaptation to a receiving society is affected by both the immigrants' acculturation strategies and the dominant group's expectations about how immigrants should acculturate. However, the acculturation expectations have received relatively less attention from researchers, and support for multiculturalism has rarely been examined from the perspective of immigrants. The present study used the framework of the Mutual Intercultural Relations in Plural Societies (MIRIPS) project to investigate the acculturation experiences and intercultural relations in Hong Kong by incorporating mutual views of both the dominant and non-dominant groups. It also tested the mediating role of the dominant group's tolerance towards different cultural groups and the non-dominant group's perceived discrimination. Two community samples were recruited, including Hong Kong residents (N = 181) and immigrants from Mainland China (N = 182). Among Mainland immigrants, the integration strategy predicted both psychological adaptation and sociocultural adaptation. Multicultural ideology predicted psychological adaptation and played a significant role in intercultural contact with Hong Kong people through the mediation of lower perceived discrimination. Among Hong Kong residents, the integration expectation predicted psychological adaptation. Multicultural ideology indirectly affected intercultural contact with Mainland immigrants through the mediation of greater tolerance. These results suggest that the integration strategy and expectation are more important to intrapersonal functioning, whereas multicultural ideology may be more crucial in facilitating social interactions between members of the society of settlement and immigrants in culturally plural milieus. Future research should test the proposed models of dominant and non-dominant groups in other cultures. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",acculturation; integration; multiculturalism; adaptation; intercultural contact,Journal Article,NA,PsycInfo
612,"Fischer R., Maes J., Schmitt M.",2007,Tearing down the 'Wall in the head'? Culture contact between Germans,International Journal of Intercultural Relations,31,2,163,179,10.1016/j.ijintrel.2006.05.004,"Culture contact theory proposes that contact between individuals from different cultures has positive effects on individuals. The re-unification of the two German parts in 1990 allowed an opportunity to test this theory in a 'naturalistic' quasi-experiment. People in both parts were socialized into different socio-cultural systems with different values and expectations and now are faced with problems of culture shock and re-adjustment. Expanding previous work that has investigated prejudices and inter-group attitudes as outcome variables of contact, the present study focuses on personal outcome variables. A three-wave longitudinal survey of East and West Germans between 1996 and 2000 reveals generally positive effects of contact on well-being and various measures of satisfaction, although conditions are not very favourable for contact. For example, the continuing disadvantage of East Germans leads to negative effects on some dimensions, because contact makes this disadvantage salient. Overall, effects of contact are stronger and more beneficial for the minority East Germans, compared to majority West Germans. Implications for culture contact in the context of Germany and the EU enlargement are discussed. © 2006 Elsevier Ltd. All rights reserved.",culture contact; existential guilt; german unification; intergroup relations; relative deprivation,Article,Final,Scopus
622,"Mahonen, Tuuli Anna, Jasinskaja-Lahti, Inga",2012,Anticipated and perceived intergroup relations as predictors of immigrants' identification patterns: A follow-up study,European Psychologist,17,2,120,130,10.1027/1016-9040/a000114,"The present study among Ingrian-Finnish remigrants (N = 153) from Russia to Finland examined the effects of anticipated discrimination in the pre-migration stage on the way intergroup relations are perceived and multiple cultural identities are formed in the post-migration stage. First, the results indicated that anticipated discrimination in the pre-migration stage affected perceived discrimination, permeability of group boundaries, and group status legitimacy in the post-migration stage. Second, anticipated discrimination in the pre-migration stage was not directly associated with any of the identities in the post-migration stage, but it was indirectly associated with national identification, via perceived discrimination and permeability of group boundaries. Perceived discrimination and impermeability of group boundaries in the post-migration stage were associated with lower levels of remigrants' national (Finnish) identification in the new homeland. Third, the perceived legitimacy of Ingrian-Finns' low status was associated with increased Russian minority identification. The findings extend previous research on the effects of anticipated intergroup contact on actual intergroup encounters on the one hand, and on the effects of perceived discrimination, status legitimacy, and permeability of group boundaries on national and ethnic identification among immigrants, on the other. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",anticipated discrimination; identification; legitimacy; permeability; remigrants; immigrants; migration; identity,Journal Article,NA,PsycInfo
639,"Meaden, Patricia McDaid
Meaden
McDaid
Patricia
Meaden, Patricia McDaid",1993,Social integration and self-esteem outcomes among low-income black adolescents in middle-class white suburbs,NA,NA,NA,NA,NA,NA,"This study examines social integration, reflected appraisal, self-esteem, and expectations for future success among a group of black youth (n = 60) whose families relocated from low-income housing developments in Chicago to middle-income suburban Chicago communities through the Gautreaux housing program. A group of Gautreaux youth (n = 38), who relocated to predominantly black urban areas served as a control group. In addition, the suburban Gautreaux youth were compared with a black, suburban, public school sample (n = 691) from the High School and Beyond national survey. Suburban Gautreaux youth spent more time outside of school with white peers and had more white friends than the city control group. Time spent with white friends outside of school was positively and significantly correlated with reflected appraisal for the suburban group, but not for the city group. Incidents of name-calling and threats in the suburbs were minimal compared to the positive friendships established with white peers. Self-esteem was high for both Gautreaux groups, with no significant differences. A multivariate path analysis indicated correlation between peer interaction and reflected appraisal, reflected appraisal and self-esteem, and self-esteem and future expectations for the suburban movers only. Results of the comparison showed that the Gautreaux suburban youth had significantly higher self-esteem and lower reflected appraisal than the High School and Beyond group. Both groups showed positive significant correlations between reflected appraisal and self-esteem. It appears that the Gautreaux movers' self-esteem and reflected appraisal were not reduced by their social standings in suburban communities, although future research might show that the experience of dislocation sensitized Gautreaux youth to the negative views of others. This study concluded that the Gautreaux housing initiative resulted in successful social and personal adaptation to a dissonant cultural context for those participants who experienced the greatest socio-economic differences between themselves and neighbors in white, middle-income, suburban communities.","academic guidance counseling , minority & ethnic groups , sociology , welfare , public administration , african americans",Dissertation/Thesis,NA,ProQuest
661,"Swank E., Fahs B.",2011,Pathways to political activism among Americans who have same-sex sexual contact,Sexuality Research and Social Policy,8,2,126,138,10.1007/s13178-011-0034-5,"Empirical systematic studies on political activism among self-identified sexual minorities are sparse and underdeveloped. When using three waves of a random national survey of respondents who have sex with people of the same sex (N=184), this study tested the predictive capabilities of ""resource,"" ""framing,"" and ""network"" theories of political participation. After running discriminant analysis regressions for electoral and protest activities, the potency of eclectic and integrative models became apparent. With many resource, framing, and network variables reaching statistical significance, the results suggest that activism is partly contingent upon changing political environments and the educational attainment of the respondents, as well as their interpretations of heterosexism, authoritarian principles, the collective efficacy of citizens, the number of civic groups they joined, and the embracing of activist precepts as their own. © 2010 Springer Science+Business Media, LLC.",activism; collective behavior; gay rights; homosexuality; lesbian rights; political participation; social identity; social movements,Article,Final,Scopus
668,"ten Teije, Irene, Coenders, Marcel, Verkuyten, Maykel",2013,The paradox of integration: Immigrants and their attitude toward the native population,Social Psychology,44,4,278,288,10.1027/1864-9335/a000113,"This study, conducted in The Netherlands, examines the ""paradox of integration"" proposition by focusing on the relationship between educational attainment and immigrants' attitude toward the native population. We found that educational level is related to this attitude in two opposite ways. On the one hand, better educated immigrants had more voluntary contact with the native population, and more contact was associated with a more positive attitude, partly because of higher perceived acceptance and lower perceived discrimination. On the other hand and independently of contact, better educated immigrants had a less positive attitude toward the native population because of lower perceived acceptance and higher perceived group discrimination. The latter findings support the paradox of integration proposition. The pattern of results was quite similar for four different immigrant groups. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",attitudes; education; immigrants; integration; immigrant attitudes; attitudes toward native population,Journal Article,NA,PsycInfo
672,"Rosenthal, Lisa, Levy, Sheri R",2016,Endorsement of polyculturalism predicts increased positive intergroup contact and friendship across the beginning of college,Journal of Social Issues,72,3,472,488,10.1111/josi.12177,"U.S. universities are increasingly racially/ethnically diverse, offering students opportunities for positive, proactive intergroup interactions. However, not all students take advantage of these opportunities, making it important to understand what factors contribute to intergroup contact and friendship. In the current longitudinal investigation with 329 undergraduates at a diverse, mid-sized, public university in the Northeastern U.S., we examined the role of polyculturalism, which is the belief that diverse racial/ethnic groups have throughout history interacted and exchanged with each other, thereby influencing each other's cultures over time. We found that greater endorsement of polyculturalism before the start of college prospectively predicted increases in intergroup contact and friendship from spring of first year to fall of second year, controlling for endorsement of multiculturalism, colorblindness, and egalitarianism before the start of college. Findings suggest polyculturalism deserves further attention in research and might be useful for interventions, programs, and policies aimed at fostering positive intergroup interactions. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",polyculturalism; positive intergroup contact; friendship; college students,Journal Article,NA,PsycInfo
684,"Motti-Stefanidi, Frosso, Pavlopoulos, Vassilis, Asendorpf, Jens B",2018,Immigrant youth acculturation and perceived discrimination: Longitudinal mediation by immigrant peers' acceptance/rejection,Journal of Applied Developmental Psychology,59,NA,36,45,10.1016/j.appdev.2018.03.001,"This study examined, first, the longitudinal interplay between immigrant youth's acculturation into the host and ethnic cultures and perceived ethnic discrimination, and, second, whether acceptance and rejection by immigrant and non-immigrant peers longitudinally mediated the link between acculturation and discrimination. 1057 students nested in 49 Greek middle-school classrooms took part in the study (Wave 1; age M = 12.7 years). 532 immigrants provided the acculturation and discrimination data. Together with their 525 Greek classmates, they also provided peer nomination data. Immigrant youth's higher acculturation into the host culture predicted over time decreases in perceived ethnic discrimination. Furthermore, this link was longitudinally mediated by acceptance by Greek peers. The reverse path from perceived ethnic discrimination to acculturation into the Greek culture was not significant. The results suggest that to promote immigrant youth positive adaptation, interventions need to support their acculturation and intergroup contact. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",immigrant youth; acculturation; peer acceptance; discrimination; longitudinal mediation,Journal Article,NA,PsycInfo
697,"Durrheim K., Dixon J.",2018,Intergroup contact and the struggle for social justice,The Oxford handbook of social psychology and social justice,NA,NA,NA,NA,NA,[No abstract available],NA,NA,Final,Scopus Secondary Documents
703,"Rowley S.J., Burchinal M.R., Roberts J.E., Zeisel S.A.",2008,"Racial Identity, Social Context, and Race-Related Social Cognition in African Americans During Middle Childhood",Developmental Psychology,44,6,1537,1546,10.1037/a0013349,"This study examined the effect of changes in racial identity, cross-race friendships, same-race friendships, and classroom racial composition on changes in race-related social cognition from 3rd to 5th grade for 73 African American children. The goal of the study was to determine the extent to which preadolescent racial identity and social context predict expectations of racial discrimination in cross-race social interactions (social expectations). Expectations of racial discrimination were assessed using vignettes of cross-race social situations involving an African American child in a social interaction with European Americans. There were 3 major findings. First, expectations for discrimination declined slightly from 3rd to 5th grade. Second, although racial composition of children's classrooms, number of European American friends, gender, and family poverty status were largely unrelated to social expectations, having more African American friends was associated with expecting more discrimination in cross-racial interactions from 3rd to 5th grade. Third, increases in racial centrality were related to increases in discrimination expectations, and increases in public regard were associated with decreases in discrimination expectations. These data suggest that as early as 3rd grade, children are forming attitudes about their racial group that have implications for their cross-race social interactions. © 2008 American Psychological Association.",african american; discrimination; racial discrimination; school context; social cognition,Article,Final,Scopus
706,"Kotzur P.F., Schäfer S., Wagner U.",2018,"Meeting a nice asylum seeker: Intergroup contact changes stereotype content perceptions and associated emotional prejudice, and encourages solidarity-based collective action",NA,NA,NA,NA,NA,NA,[No abstract available],NA,NA,Final,Scopus Secondary Documents
711,"Lin, En-Yi",2008,Family and social influences on identity conflict in overseas Chinese,International Journal of Intercultural Relations,32,2,130,141,10.1016/j.ijintrel.2007.09.005,"Emphasis of this research is placed on the construction of a predictive model of identity conflict experienced by overseas Chinese on the basis of two groups of variables--developmental/family related and intergroup-related variables. One hundred and eighty-six Chinese young adults in New Zealand and 263 Chinese young adults in Singapore completed a questionnaire which assessed ethnic identity, family cohesiveness, authoritarian filial piety, quality of host national contact, host language proficiency, perceived social permeability, perceived discrimination and sense of cultural continuity. Results of the current study suggested that intergroup variables were far more powerful and effective than the developmental/family related variables in predicting Chinese young adults' level of identity conflict during cross-cultural transitions. Specifically, in both cultural settings (i.e., New Zealand and Singapore), contact conditions with host nationals, perceived discrimination, perceived permeability and sense of cultural continuity emerged as significant predictors. Results of the current study further suggested that perceived discrimination contributed most to the overall predictive model of identity conflict. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",family; social influences; identity conflict; overseas chinese; intergroup-related variables,Journal Article,NA,PsycInfo
715,"Schäfer S.J., Hartke L., Kotzur P.F., Kauff M.",2017,"Refugees in Germany: Intergroup contact increases solidarity-based collective action among majority members – For refugees, support from the host society reduces acculturative stress",NA,NA,NA,NA,NA,NA,[No abstract available],NA,NA,Final,Scopus Secondary Documents
718,"Mendes M.M., Candeias P.",2013,Immigrant perceptions of ethnic and racial discrimination: Patterns and singularities in a municipality in the Lisbon Metropolitan Area,International Review of Sociology,23,2,401,420,10.1080/03906701.2013.804299,"In Portugal, studies on discrimination against immigrants have focused almost exclusively either on the indigenous population, or on the foreign population. The former have tended to deploy quantitative and extended methodologies, while the latter studies have opted predominantly for qualitative or intensive methodologies, focusing on particular groups. There are few studies in which the immigrant population is extensively surveyed, covering its diverse origins, life trajectories, and social position in the host society.In this analysis we examine the main factors that shape the perceptions of ethnic and racial discrimination among immigrant groups living in the Oeiras municipality in the Lisbon Metropolitan Area. This analysis is based on a quantitative analysis of a survey of 422 immigrants, of whom approximately half reported having been discriminated against since their arrival in Portugal. The study is focused on three main explanations related to predictive variables: sociographic, acculturation/cultural proximity, and opportunities for contact with the autochthonous population. A multivariate logistic regression demonstrates that there is a statistically significant relationship between perceived discrimination and some sociographic variables including cultural proximity, especially for Brazilians. © 2013 University of Rome 'La Sapienza'.",brazilians; discrimination; immigrants; perception; portugal; racism,Article,Final,Scopus
719,"Brown, Jacqueline Finney
Brown
Finney
Jacqueline
Brown, Jacqueline Finney",1991,"The relationships between racial and gender discrimination, childhood socialization messages, and the self-esteems of professional Black women",NA,NA,NA,NA,NA,NA,"This study investigated the relationships between perceived racial discrimination, perceived gender discrimination, childhood socialization messages and the global and situational self-esteems of Professional Black women. The sample population was 119 Professional Black women. The Tennessee Self-Concept Scale Form C was used to measure global self-esteem. The Survey of Black Women's Perceptions was used to measure degree of self-esteem enhancement of childhood socialization messages, levels of success related to the Life Tasks of Work, Love, Friendship, and Relationship to God, and perceived frequency of experiences of racial and gender discrimination. The hypotheses were that the global self-esteems and the situational self-esteems of Professional Black women would be affected by perceived racial discrimination, perceived gender discrimination, and childhood socialization messages, and that the global self-esteems of Professional Black women would be affected by the Life Tasks of Work, Love, Friendship, and Relationship to God. Pearson product moment correlation and multiple regression analyses were used to test the hypotheses. Although some of the findings were tentative and suggestive, the findings regarding global self-esteem, and the Life Tasks of Love and Friendship were highly significant. Global self-esteem was positively affected by all of the Life Tasks in general, by the Life Tasks of Love and Relationship to God in particular, and by gender discrimination from white men on the job. Global self-esteem was negatively affected by gender discrimination from white males outside of work. Global self-esteem was inversely correlated with racial discrimination from other Blacks outside of work and with gender discrimination from white males outside of work. Global self-esteem was positively correlated with all of the Life Tasks. The Life Task of Love was negatively affected by childhood socialization messages from women outside the family concerning what it meant to be female. The Life Task of Friendship was affected overall by the interaction of racial discrimination, gender discrimination, and childhood socialization messages, and in particular by childhood socialization messages from women outside the family concerning what it meant to be Black. Hypotheses concerning situational self-esteems related to the Life Tasks of Work and Relationship to God were not supported.","personality , womens studies , minority & ethnic groups , sociology",Dissertation/Thesis,NA,ProQuest
733,"Swami, Viren, Arteche, Adriane, Chamorro-Premuzic, Tomas, Furnham, Adrian",2010,Sociocultural adjustment among sojourning Malaysian students in Britain: A replication and path analytic extension,Social Psychiatry and Psychiatric Epidemiology: The International Journal for Research in Social and Genetic Epidemiology and Mental Health Services,45,1,57,65,10.1007/s00127-009-0042-4,"The present study examined the sociocultural adjustment of 249 sojourning Malaysian undergraduates in Britain. One-hundred and ten Malay and 139 Chinese students enrolled in various courses answered a self-report questionnaire that examined various aspects of sociocultural adjustment and socio-demographics. Overall, Malay students reported significantly poorer sociocultural adjustment than Chinese students, as well as more negative outcomes on a range of predictors. Path analysis for the total sample showed that higher family income led to greater sociocultural adjustment, but partially because it led to more contact with host and conationals, better language proficiency, lower perceived cultural differences and less perceived discrimination. Moreover, participants with higher English proficiency were better adapted, but partially because they perceived less cultural differences as well as having more contact with host nationals. Additionally, individuals reporting better sociocultural adjustment also reported better health statuses. The same model was equally useful at predicting sociocultural adjustment for both Malay and Chinese participants. These results are discussed in terms of the role played by income in buffering against the negative aspects of sociocultural adjustment. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",sociocultural adjustment; malaysian students; britain; psychological well being; language proficiency,Journal Article,NA,PsycInfo
763,"Bagci S.C., Stathi S., Piyale Z.E.",2019,When imagining intergroup contact mobilizes collective action: The perspective of disadvantaged and advantaged groups,International Journal of Intercultural Relations,69,NA,32,43,10.1016/j.ijintrel.2018.12.003,"The current studies aimed to reveal the potential role of imagined intergroup contact on collective action tendencies within a context of intergroup conflict. Study 1 (disadvantaged Kurds, N = 80) showed that imagined contact increased collective action tendencies and this effect was mediated by increased perceived discrimination and ethnic identification. Study 2 (advantaged Turks, N = 127) demonstrated that imagined contact also directly increased collective action tendencies, as well as perceived discrimination and relative deprivation among the advantaged group. No significant mediation emerged. At the same time, in line with literature, imagined contact led only the advantaged group members to display more positive outgroup attitudes. Findings suggest that in settings where ingroup identities and conflict are salient, imagined contact may not readily undermine motivation for social change among group members. © 2018 Elsevier Ltd",attitudes; collective action; conflict; discrimination; identification; imagined contact,Article,Final,Scopus
775,"Lepshokova, Zarina Kh, Tatarko, Alexander N",2016,Intercultural relations in Kabardino-Balkaria: Does integration always lead to subjective well-being? [References],Psychology in Russia: State of the Art,9,1,57,73,10.11621/pir.2016.0104,"This article examines intercultural relations in Kabardino-Balkaria. Among a great number of ethnic groups living in Kabardino-Balkaria, Kabardians and Balkars are one of the largest (they are so-called titular ethnic groups). Russians are the second largest of the ethnic groups after Kabardians. We report here the results of an empirical study of the intercultural relations, mutual acculturation, and adaptation of Kabardians and Balkars (N = 285) and Russians (N = 249). Specifically, we examine the relevance of three hypotheses formulated to understand intercultural relations: the multiculturalism hypothesis, the integration hypothesis, and the contact hypothesis. We conducted path analysis in AMOS with two samples: a sample of Russians and a sample of the two main ethnic groups (Kabardians and Balkars), and we further compared the path models with each other. The results revealed significant effects of security, intercultural contacts, multicultural ideology, acculturation strategies, and acculturation expectations on attitudes, life satisfaction, and self-esteem in both samples. These findings partially confirm the three hypotheses in both groups. However, we also identified a regionally specific pattern. We found that, in the Russian sample, the integration strategy was negatively related to wellbeing, while contact with the dominant ethnic group was positively related to well-being. At the same time, in the sample of Kabardians and Balkars, acculturation expectations of integration and assimilation were positively related to well-being. In the article, we discuss these regional specifics. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",acculturation strategies/expectations; intercultural contact; intercultural relations; multicultural ideology; life satisfaction; perceived security; perceived discrimination/ threat; ethnic tolerance,Journal Article,NA,PsycInfo
783,"De Vroome T., Verkuyten M., Martinovic B.",2014,Host national identification of immigrants in the Netherlands,International Migration Review,48,1,1,27,10.1111/imre.12063,"This study examines immigrants' identification with the host country. We use survey data of more than 1,700 Turkish and Moroccan immigrants and more than 2,200 natives in the Netherlands. We answer four main questions in this study. First, do immigrants have lower national identification than natives? Second, does the level of national identification differ between immigrant groups? Third, do economic and social integration similarly affect national identification among immigrants and natives? And fourth, what are important additional determinants of national identification among immigrants? The results show that, compared to Dutch natives, Turkish but not Moroccan immigrants have lower national identification. Being employed and socially integrated is associated with higher national identification among immigrants as well as natives, but only among immigrants is higher occupational status associated with higher national identification. For immigrants, Dutch language proficiency, perceived discrimination, and contact with natives proved to be important conditions for national identification. © 2014 by the Center for Migration Studies of New York. All rights reserved.",NA,Review,Final,Scopus
786,Shammas D.S.,2009,Post-9/11 arab and muslim american community college students: Ethno-religious enclaves and perceived discrimination,Community College Journal of Research and Practice,33,3-4,283,308,10.1080/10668920802580507,"Apart from the widescale media attention that Arabs and Muslims have received in the United States and abroad since 9/11, these two target populations have been largely unexamined at both the two-year and four-year college levels. This study represents a pioneering effort in investigating whether the post-9/11 backlash against Arabs and Muslims has penetrated community college campuses, focusing upon the inter-relationships among the level of perceived discrimination, the degree of diversity of Arab and Muslim students’ campus friendships, and their sense of belonging to the college. Two conflict theories are advanced to explain why perceived discrimination might promote ethnic and religious clustering among Arab and Muslim community college students. The study employs a mixed methods design consisting of a 92-item survey and three focus groups. The survey sample consists of 753 Arab Christian, Arab Muslim, and non-Arab Muslim students from 21 community colleges in Southern California and Southeast Michigan. The primary finding was that there was a modest but positive relationship between the level of perceived discrimination and the percentage of campus friends who are of the same ethnicity but different religion. Student focus groups furnished insight into some students' reluctance to report discrimination in surveys. The implications of the study are to develop sensitive measures of the campus climate that draw out more subtle forms of discrimination. Also desirable would be to expand upon the existing research on the denial or minimization of personal discrimination. © 2009 Taylor and Francis Group, LLC.",NA,Article,Final,Scopus
789,"Shani, Maor, Boehnke, Klaus",2017,The effect of Jewish-Palestinian mixed-model encounters on readiness for contact and policy support,Peace and Conflict: Journal of Peace Psychology,23,3,219,227,10.1037/pac0000220,"Mixed-model encounters, focusing on both intergroup commonalities and status disparities, have become a popular intervention in efforts to improve relations between Jews and Palestinians within Israel. A quasi-experiment with Jewish and Palestinian encounter participants and nonparticipants as a control group (N = 498) was conducted. Among Jews, the encounter enhanced readiness for contact by increasing empathy and hope and decreasing hatred. Elevated support for equal rights to Palestinian citizens was mediated by higher hope and lower perceived equality. Among Palestinians, more empathy and hope mediated the increase in readiness for contact, while lower perceived equality suppressed the increase in support for inclusion. Contrary to recent findings on positive contact, perceived equality decreased among both majority and minority members. The paper discusses important limitations of the present study as well as its practical implications. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",contact theory; intergroup encounters; asymmetric conflicts; intergroup emotions; israeli-palestinian conflict,Journal Article,NA,PsycInfo
803,"Rodriguez J., Gurin P.",1990,The Relationships of Intergroup Contact to Social Identity and Political Consciousness,Hispanic Journal of Behavioral Sciences,12,3,235,255,10.1177/07399863900123001,"The impact of three forms of intergroup contact (Mexican descent, other minority, and Anglo) on the social identities and political attitudes of a national sample of native-born persons of Mexican descent was examined. Cast within Tajfel's Social Identity theory, the various social contexts were expected to predict three distinct types of ethnic identity: Cultural Ethnicity (Ingroup contact), Politicized Ethnicity (Ingroup and Minority Outgroup contact), and Assimilationist Ethnicity (Anglo contact). Contrasting political orientations were also predicted for the types of contact, with group-conscious attitudes associated with Ingroup and Minority Outgroup contacts and conservative political attitudes with A nglo contact. Support is provided for the expected relationships between Ingroup and Minority Outgroup interactions and identity and political attitudes. Anglo contact was related to conservative political attitudes. © 1990, SAGE PUBLICATIONS, INC. All rights reserved.",NA,Article,Final,Scopus
813,"Saguy, Tamar, Tausch, Nicole, Dovidio, John F, Pratto, Felicia",2009,The irony of harmony: Intergroup contact can produce false expectations for equality,Psychological Science,20,1,114,121,10.1111/j.1467-9280.2008.02261.x,"Positive intergroup contact has been a guiding framework for research on reducing intergroup tension and for interventions aimed at that goal. We propose that beyond improving attitudes toward the out-group, positive contact affects disadvantaged-group members' perceptions of intergroup inequality in ways that can undermine their support for social change toward equality. In Study 1, participants were assigned to either high- or low-power experimental groups and then brought together to discuss either commonalities between the groups or intergroup differences. Commonality-focused contact, relative to difference-focused contact, produced heightened expectations for fair (i.e., egalitarian) out-group behavior among members of disadvantaged groups. These expectations, however, proved unrealistic when compared against the actions of members of the advantaged groups. Participants in Study 2 were Israeli Arabs (a disadvantaged minority) who reported the amount of positive contact they experienced with Jews. More positive intergroup contact was associated with increased perceptions of Jews as fair, which in turn predicted decreased support for social change. Implications for social change are considered. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",intergroup contact; false expectations; intergroup equality; attitudes; social change,Journal Article,NA,PsycInfo
818,"Davis, Sharde M.
Davis
M.
Sharde
Davis, Sharde M.",2016,A partial test of the strong Black woman collective theory: Using structural equation modeling to understand the collective communication practices among Black women groups,NA,NA,NA,NA,NA,NA,"The strong Black woman ideal is a long-established image in U.S. society pressuring Black women to maintain a facade of strength at all times. The strength ideal is internalized as an integral aspect of their identity, so much so that Black women socialize each other to habituate behaviors reflecting strength. The Strong Black Woman Collective Theory (SBWC; Davis, 2015a) posits that Black women re-appropriate the strong Black woman image and use certain communication behaviors to affirm strength in each other. By exhibiting these behaviors, they delineate a safe space to promote solidarity within the group and confront oppressors collectively. This new theory needs to be corroborated with empirical data to examine how the theoretical tenets are actualized in a real-world communication context. To this end, the present study conducts a partial test of the SBWC theory by observing Black women friend groups engage in supportive discussions about racial discrimination. This is an ideal context to test the SBWC theory because the friends are gathering together as a group of same race-gendered persons; they are discussing the wrongdoing of an identifiable external hostility that they are motivated to retreat from and confront; and strength gets reified as a form of support during the conversation. The study advances a path model to represent the empirical associations among four key variables: strength regulation, group identification and solidarity, verbal confrontation, and relational quality with the out-group member. Fifty-two Black women friends groups (three in each) aged 18–89 years were sampled but only the data from the support seeker were used for analyses ( n = 52). All data were collected in the home of one of the participants as a way to observe the supportive conversation in a safe, naturalistic environment. Structural Equation Modeling was used to test the Strong Black Woman Collective path model. The findings revealed that strength regulation was positively associated with group identification/solidarity, such that women felt more connected to the group when strength was regulated and reinforced. Also verbal derogation was inversely associated with relational satisfaction with the White woman aggressor. That is, support seekers reported lower levels of relational satisfaction with the White woman after she was verbally derogated during the discussion. The results also showed that strength regulation was positively correlated with verbal derogation, even though the relationship was approaching significance. Finally, verbal derogation had a very weak and nonsignificant association with group identification/solidarity. Findings from this study demonstrate that strength is functional in the context of Black women’s communication spaces and has important implications for their relationships with in-group affiliates and outsiders. The conclusion of this dissertation discusses the implications of these findings in relation to future articulations of the SBWC theory, extent research in Feminist Studies and Communication, and Black women’s day-to-day encounters with discrimination.","black studies , womens studies , communication",Dissertation/Thesis,NA,ProQuest
